STATE,COMPANY,CITY,NUMBER_OF_WORKERS,WARN_RECEIVED_DATE,EFFECTIVE_DATE,CLOSURE_LAYOFF,LAYOFFDURATION,REGION,COUNTY,INDUSTRY
Iowa,"Sodexo, Inc.",Decorah,130,2025-03-13 00:00:00,2025-06-30 00:00:00,closure,temporary,Northeast Iowa,Winneshiek,Accommodation & Food Services
"Washington, D.C.",Save the Children,Louisville,116,2025-03-13 00:00:00,2025-03-13 00:00:00,layoff,temporary,Pueblo,nan County,Public Administration / Nonprofit
Maryland,"Johns Hopkins University, Bloomberg School of Public Health (BSPH) Center for Communication Programs",Baltimore,107,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Baltimore City,Baltimore County,Education
Maryland,"Wilson Creek Energy, LLC",Grantsville,93,2025-03-13 00:00:00,2025-03-28 00:00:00,closure,temporary,Western Maryland,Grantsville County,Mining
California,"Sutro Biopharma, Inc.",Industrial,62,2025-03-13 00:00:00,2025-08-01 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
California,Cepheid,Caribbean,61,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,Novartis Pharmaceuticals Corporation,Campus Point,34,2025-03-13 00:00:00,2025-06-27 00:00:00,closure,temporary,Northern,San Diego County,Manufacturing
California,Cepheid,North Guild,33,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,San Joaquin County,Manufacturing
California,Cepheid,Terrace Sunnyvale,24,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,"Robert Kaufman Co., Inc.",West,13,2025-03-13 00:00:00,2025-05-24 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
Hawaii,"C&S Family of Companies (Hawaii Logistics LLC, Hawaiian Housewares LLC, C&S Wholesale Grocers LLC)",Kapolei,10,2025-03-13 00:00:00,2025-04-30 00:00:00,layoff,temporary,Northern,Kapolei County,Transportation & Warehousing
California,"Robert Kaufman Co., Inc.",West,9,2025-03-13 00:00:00,2025-05-24 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,Cepheid,Thurman,8,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,San Joaquin County,Manufacturing
California,Cepheid,North Guild,7,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,San Joaquin County,Manufacturing
California,Cepheid,Great America,7,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,Cepheid,Place Newark,6,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Alameda County,Manufacturing
California,Cepheid,Thurman,5,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,San Joaquin County,Manufacturing
California,Cepheid,Caribbean,4,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,Cepheid,Pacific Commons,3,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Alameda County,Manufacturing
California,"Sutro Biopharma, Inc.",Oyster Point,3,2025-03-13 00:00:00,2025-08-01 00:00:00,layoff,temporary,Northern,San Mateo County,Professional Services
California,Cepheid,Moffet Park,3,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,Cepheid,Terrace Sunnyvale,3,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,"Robert Kaufman Co., Inc.",West,2,2025-03-13 00:00:00,2025-05-24 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,Cepheid,Terrace Sunnyvale,2,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,Cepheid,Terrace Sunnyvale,1,2025-03-13 00:00:00,2025-05-12 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
California,"Gate Gourmet, Inc.",West Field,835,2025-03-12 00:00:00,2025-05-13 00:00:00,layoff,temporary,Northern,San Francisco County,Accommodation & Food Services
Iowa,Pitney Bowes,Urbandale,168,2025-03-12 00:00:00,2025-05-19 00:00:00,closure,temporary,Central Iowa,Polk,Admin & Support Services
Illinois,Penske Logistics LLC,Aurora,96,2025-03-12 00:00:00,2025-03-31 00:00:00,layoff,permanent,Northeast 4,Kane,Transportation & Warehousing
Virginia,Amazon MAK7,Manassas,88,2025-03-12 00:00:00,2025-05-13 00:00:00,closure,temporary,Northern,Manassas County,Transportation & Warehousing
California,Penney OpCo LLC dba JCPenney,San Bruno,82,2025-03-12 00:00:00,2025-05-17 00:00:00,closure,temporary,Northern,San Mateo County,Wholesale Trade
California,onsemi,Rose Orchard,51,2025-03-12 00:00:00,2025-05-11 00:00:00,layoff,temporary,Northern,Santa Clara County,Wholesale Trade
Maryland,"ICF International, Inc., through its subsidiaries ICF Incorporated, LLC, ICF Macro, Inc.",Rockville,41,2025-03-12 00:00:00,2025-03-04 00:00:00,layoff,temporary,Montgomery County,Rockville County,Professional Services
California,"F&E Aircraft Maintenance dba FEAM Aero, LLC",Heacock,6,2025-03-12 00:00:00,2025-05-10 00:00:00,layoff,temporary,Northern,Riverside County,Manufacturing
California,Hearthside Food Solutions,Circle Anaheim,175,2025-03-11 00:00:00,2025-04-27 00:00:00,closure,temporary,Northern,Orange County,Wholesale Trade
Virginia,American Institutes of Research (AIR),Arlington,149,2025-03-11 00:00:00,2025-05-09 00:00:00,layoff,temporary,Central,Halifax,Information
Alabama,Output Services Group Inc,Birmingham,135,2025-03-11 00:00:00,2025-05-10 00:00:00,closure,temporary,Northern,Birmingham County,Professional Services
Georgia,"National Distribution Centers, LLC",Fairburn,90,2025-03-11 00:00:00,2025-04-19 00:00:00,closure,temporary,Northern,Fulton,Professional Services
Illinois,American Institute of Research,Chicago,75,2025-03-11 00:00:00,2025-05-09 00:00:00,layoff,permanent,Northeast 4,Cook,Professional Services
Illinois,Gilster-Mary Lee Corporation,Momence,69,2025-03-11 00:00:00,2025-02-11 00:00:00,closure,permanent,Northeast 4,Kankakee,Manufacturing
Georgia,Greif Inc,Austell,61,2025-03-11 00:00:00,2025-03-11 00:00:00,closure,temporary,Northern,Cobb,Packaging Manufacturing
Virginia,International Foundation for Electoral Systems,Arlington,48,2025-03-11 00:00:00,2025-03-02 00:00:00,layoff,temporary,Northern,Halifax,Information
California,"Robert Kaufman Co., Inc.",West,13,2025-03-11 00:00:00,2025-04-29 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
North Carolina,American Institutes of Research (AIR),Hill,7,2025-03-11 00:00:00,2025-05-09 00:00:00,layoff,permanent,Northern,Orange,Information
Washington,Cow Palace LLC,Granger,100,2025-03-10 00:00:00,2025-05-09 00:00:00,closure,permanent,Northern,Granger County,Professional Services
Maryland,American Institutes of Research (AIR),Rockville,34,2025-03-10 00:00:00,2025-05-09 00:00:00,layoff,temporary,Montgomery County,Rockville County,Professional Services
Connecticut,Barnes Group Inc.,Bristol,28,2025-03-10 00:00:00,2025-03-10 00:00:00,closure,temporary,Northern,Bristol County,Accommodation & Food Services
South Carolina,Proterra Powered LLC,Greer,7,2025-03-10 00:00:00,2025-03-10 00:00:00,layoff,permanent,Northern,Greenville,Professional Services
Colorado,Meati,Louisville,150,2025-03-07 00:00:00,2025-03-06 00:00:00,closure,temporary,Adams,nan County,Wholesale Trade
California,"Bell-Carter Foods, LLC",Second,63,2025-03-07 00:00:00,2025-05-09 00:00:00,layoff,temporary,Northern,Tehama County,Manufacturing
California,"Centerra, a subsidiary of Constellis, LLC",San Diego,55,2025-03-07 00:00:00,2025-05-06 00:00:00,layoff,temporary,Northern,San Diego County,Admin & Support Services
California,"Centerra, a subsidiary of Constellis, LLC",West Aten,31,2025-03-07 00:00:00,2025-05-06 00:00:00,layoff,temporary,Northern,Imperial County,Admin & Support Services
California,"Bell-Carter Foods, LLC",Fig,11,2025-03-07 00:00:00,2025-05-09 00:00:00,layoff,temporary,Northern,Tehama County,Manufacturing
California,"Bell-Carter Foods, LLC",Fig,5,2025-03-07 00:00:00,2025-05-09 00:00:00,layoff,temporary,Northern,Tehama County,Manufacturing
California,"Bell-Carter Foods, LLC",Second,5,2025-03-07 00:00:00,2025-05-09 00:00:00,layoff,temporary,Northern,Tehama County,Manufacturing
Illinois,"Inter-Con Security Systems, Inc.",Chicago,338,2025-03-06 00:00:00,2025-04-03 00:00:00,closure,permanent,Northeast 4,Cook,Other Services
Washington,The Cheesecake Factory,Seattle,119,2025-03-06 00:00:00,2025-05-04 00:00:00,closure,permanent,Northern,Seattle County,Manufacturing
Florida,"SP+, A Metropolis Company",Orlando,110,2025-03-06 00:00:00,2025-05-01 00:00:00,layoff,temporary,Northern,Orlando County,Transportation & Warehousing
"Washington, D.C.",ACDI VOCA,Louisville,109,2025-03-06 00:00:00,2025-04-02 00:00:00,layoff,temporary,Pueblo,nan County,Public Administration / Nonprofit
South Carolina,Proterra Powered LLC,Greer,85,2025-03-06 00:00:00,2025-03-06 00:00:00,layoff,permanent,Northern,Greenville,Professional Services
California,"Primo Brands, Inc.",Washington,16,2025-03-06 00:00:00,2025-05-05 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
Florida,Wells Fargo,Jacksonville,90,2025-03-05 00:00:00,2025-03-05 00:00:00,layoff,permanent,Northern,Jacksonville County,Finance & Insurance
Maryland,"Creative Associates International, Inc.",Chase,79,2025-03-05 00:00:00,2025-05-03 00:00:00,layoff,temporary,Montgomery County,Chase County,Professional Services
California,Maersk Warehousing & Distribution Services USA LLC,Indian,75,2025-03-05 00:00:00,2025-04-30 00:00:00,layoff,temporary,Northern,Riverside County,Transportation & Warehousing
California,Laboratory Corporation of America Holdings,Sepulveda,73,2025-03-05 00:00:00,2025-05-16 00:00:00,closure,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
Maryland,UPS,Gaithersburg,69,2025-03-05 00:00:00,2025-04-22 00:00:00,layoff,temporary,Montgomery County,Gaithersburg County,Transportation & Warehousing
California,"Stockton Recycling, Inc.",E Weber,69,2025-03-05 00:00:00,2025-05-04 00:00:00,closure,temporary,Northern,San Joaquin County,Wholesale Trade
Georgia,Macy's Gwinnett Place,Duluth,62,2025-03-05 00:00:00,2025-03-18 00:00:00,closure,temporary,Northern,Gwinnett,Retail Trade
California,"LUKE Holdings, Inc.",Pogo,61,2025-03-05 00:00:00,2025-02-28 00:00:00,layoff,temporary,Northern,San Diego County,Healthcare & Social Assistance
Georgia,"Archway Marketing Services, Inc.",Newnan,60,2025-03-05 00:00:00,2025-03-31 00:00:00,layoff,temporary,Northern,Coweta,Professional Services
California,"Catholic Charities, Diocese of San Diego",San Diego,42,2025-03-05 00:00:00,2025-04-30 00:00:00,layoff,temporary,Northern,San Diego County,Healthcare & Social Assistance
Florida,"Primo Brands, Inc.",Lakeland,39,2025-03-05 00:00:00,2025-03-05 00:00:00,layoff,permanent,Northern,Lakeland County,Manufacturing
California,"Catholic Charities, Diocese of San Diego",Airport,31,2025-03-05 00:00:00,2025-04-30 00:00:00,layoff,temporary,Northern,Imperial County,Healthcare & Social Assistance
Illinois,"Primo Brands, Inc.",Chicago,22,2025-03-05 00:00:00,2025-03-05 00:00:00,layoff,permanent,Northeast 4,Cook,Manufacturing
California,"Primo Brands, Inc.",Vista,13,2025-03-05 00:00:00,2025-05-17 00:00:00,closure,temporary,Northern,Santa Clara County,Manufacturing
California,"Primo Brands, Inc.",Las Positas,9,2025-03-05 00:00:00,2025-05-10 00:00:00,closure,temporary,Northern,Alameda County,Manufacturing
California,Central Garden & Pet,Giant,5,2025-03-05 00:00:00,2025-05-31 00:00:00,layoff,temporary,Northern,Contra Costa County,Wholesale Trade
Colorado,Microchip,Louisville,238,2025-03-04 00:00:00,2025-03-04 00:00:00,layoff,temporary,Pikes Peak,nan County,Manufacturing
Georgia,"Bailey Street Bakery, LLC",Atlanta,176,2025-03-04 00:00:00,2025-04-16 00:00:00,closure,temporary,Northern,Fulton,Professional Services
Florida,Royal Palm South Beach Miami,Beach,134,2025-03-04 00:00:00,2025-03-04 00:00:00,layoff,temporary,Eastern,Beach County,Accommodation & Food Services
Georgia,Harvest Sherwood Food Distributors,Atlanta,113,2025-03-04 00:00:00,2025-02-18 00:00:00,layoff,temporary,Northern,Fulton,Manufacturing
South Carolina,Tupperware,Hemingway,102,2025-03-04 00:00:00,2025-03-04 00:00:00,closure,permanent,Northern,Williamsburg,Manufacturing
North Carolina,UPS,Charlotte,99,2025-03-04 00:00:00,2025-05-02 00:00:00,closure,permanent,Northern,Mecklenburg,Transportation & Warehousing
Indiana,RR Donnelley,Seymour,96,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,Seymour County,Professional Services
Georgia,Animal Supply Company LLC,Suwanee,57,2025-03-04 00:00:00,2025-02-07 00:00:00,layoff,temporary,Northern,Gwinnett,Professional Services
California,Wells Fargo,Market,56,2025-03-04 00:00:00,2025-04-05 00:00:00,layoff,temporary,Northern,San Francisco County,Finance & Insurance
Florida,"Veyer, LLC",Orlando,55,2025-03-04 00:00:00,2025-04-28 00:00:00,layoff,permanent,Northern,Orlando County,Manufacturing
Iowa,Wells Fargo,Moines,33,2025-03-04 00:00:00,2025-04-04 00:00:00,layoff,temporary,Central Iowa,Polk,Finance & Insurance
Maryland,Leidos,Baltimore,20,2025-03-04 00:00:00,2025-05-02 00:00:00,layoff,temporary,Baltimore County,Baltimore County,Accommodation & Food Services
California,PT Solutions,E Pine,14,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,San Joaquin County,Healthcare & Social Assistance
California,PT Solutions,Pacific,9,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,San Joaquin County,Healthcare & Social Assistance
California,PT Solutions,W Yosemite,7,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,San Joaquin County,Healthcare & Social Assistance
California,PT Solutions,Trinity,7,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,San Joaquin County,Healthcare & Social Assistance
California,PT Solutions,E Shaw,5,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,Fresno County,Healthcare & Social Assistance
California,PT Solutions,Elk Grove,4,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,Sacramento County,Healthcare & Social Assistance
California,PT Solutions,N California,1,2025-03-04 00:00:00,2025-05-03 00:00:00,closure,temporary,Northern,San Joaquin County,Healthcare & Social Assistance
California,UPS,Mckinley,144,2025-03-03 00:00:00,2025-05-01 00:00:00,layoff,temporary,Northern,Los Angeles County,Transportation & Warehousing
California,UPS,Mckinley,144,2025-03-03 00:00:00,2025-05-01 00:00:00,layoff,temporary,Northern,Los Angeles County,Transportation & Warehousing
Kentucky,Parsons Corporation,Louisville,22,2025-03-03 00:00:00,2025-05-15 00:00:00,closure,temporary,Bluegrass,Madison,Professional Services
California,Cruise LLC,Brannan,12,2025-03-03 00:00:00,2025-04-22 00:00:00,layoff,temporary,Northern,San Francisco County,Transportation & Warehousing
Iowa,Lutheran Services of Iowa,Moines,10,2025-03-03 00:00:00,2025-03-28 00:00:00,layoff,temporary,Central Iowa,Polk,Healthcare & Social Assistance
California,Cruise LLC,W California,8,2025-03-03 00:00:00,2025-04-22 00:00:00,layoff,temporary,Northern,Santa Clara County,Transportation & Warehousing
Iowa,Lutheran Services of Iowa,Moines,6,2025-03-03 00:00:00,2025-04-25 00:00:00,layoff,temporary,Central Iowa,Polk,Healthcare & Social Assistance
California,Cruise LLC,Bryant,6,2025-03-03 00:00:00,2025-04-22 00:00:00,layoff,temporary,Northern,San Francisco County,Transportation & Warehousing
Iowa,Lutheran Services of Iowa,City,4,2025-03-03 00:00:00,2025-04-25 00:00:00,layoff,temporary,Iowa Plains,Woodbury,Healthcare & Social Assistance
California,Cruise LLC,Brannan,4,2025-03-03 00:00:00,2025-04-29 00:00:00,layoff,temporary,Northern,San Francisco County,Transportation & Warehousing
Iowa,Lutheran Services of Iowa,City,3,2025-03-03 00:00:00,2025-03-28 00:00:00,layoff,temporary,Iowa Plains,Woodbury,Healthcare & Social Assistance
Iowa,Lutheran Services of Iowa,Waterloo,2,2025-03-03 00:00:00,2025-03-28 00:00:00,layoff,temporary,Northeast Iowa,Black Hawk,Healthcare & Social Assistance
Iowa,Lutheran Services of Iowa,Waterloo,2,2025-03-03 00:00:00,2025-04-25 00:00:00,layoff,temporary,Northeast Iowa,Black Hawk,Healthcare & Social Assistance
California,Cruise LLC,W California,2,2025-03-03 00:00:00,2025-04-29 00:00:00,layoff,temporary,Northern,Santa Clara County,Transportation & Warehousing
Iowa,Lutheran Services of Iowa,Moines,1,2025-03-03 00:00:00,2025-06-27 00:00:00,layoff,temporary,Central Iowa,Polk,Healthcare & Social Assistance
Pennsylvania,"Wilson Creek Energy, LLC",Philadelphia,332,2025-03-01 00:00:00,2025-03-28 00:00:00,closure,temporary,Northern,Somerset,Professional Services
Pennsylvania,"SPS Technologies, LLC",Jenkintown,251,2025-03-01 00:00:00,2025-05-18 00:00:00,layoff,temporary,Northern,Montgomery,Information
Pennsylvania,"Merck & Co., Inc.",Riverside,163,2025-03-01 00:00:00,2025-03-01 00:00:00,closure,temporary,Northern,Montour,Manufacturing
Pennsylvania,Hart to Heart Transportation,Philadelphia,124,2025-03-01 00:00:00,2025-03-01 00:00:00,closure,temporary,Northern,Philadelphia,Transportation & Warehousing
Pennsylvania,"Universal Protection Service, LLC",Conshohocken,72,2025-03-01 00:00:00,2025-03-01 00:00:00,layoff,temporary,Northern,Montgomery,Professional Services
Minnesota,Athlos Academy,Cloud,63,2025-03-01 00:00:00,2025-06-30 00:00:00,closure,temporary,Northern,Cloud County,Education
Pennsylvania,"BH Security, LLC dba Brinks Home",Various,42,2025-03-01 00:00:00,2025-06-30 00:00:00,layoff,temporary,Northern,Various,Professional Services
Minnesota,Trend Enterprises,Brighton,42,2025-03-01 00:00:00,2025-03-27 00:00:00,closure,temporary,Northern,Brighton County,Retail
Pennsylvania,"Phillips Respironics, Inc.",Pleasant,14,2025-03-01 00:00:00,2025-05-23 00:00:00,layoff,temporary,Northern,Westmoreland,Healthcare & Social Assistance
Pennsylvania,"Torrid, LLC",Philadelphia,8,2025-03-01 00:00:00,2025-05-19 00:00:00,layoff,temporary,Northern,Philadelphia,Professional Services
